# mesh name: gammaMesh
# primitive scorer name: edep
# iX, iY, iZ, total(value) [eV], total(val^2), entry
6,10,0,88612032.53284509,320038254054246.8,90
6,11,0,91633785.29213649,339842429924506.4,100
6,12,0,137566453.5220923,752521870486682.4,97
6,13,0,128444634.3472656,509555165898828,99
6,14,0,64826152.6211592,216377079931279.3,80
6,15,0,102152178.175348,593257953745727.6,88
6,16,0,85347685.25982548,260860768200113.5,88
6,17,0,113765109.3545027,527493741057868,85
6,18,0,105661919.7305805,495344241306839.3,84
6,19,0,59436571.02861152,185779861652676.2,68
6,20,0,76505030.74346898,200757573324604.6,90
6,21,0,136579680.2192614,564107184567757.2,97
6,22,0,84923732.56265053,250382366275398,85
6,23,0,94234647.20137395,350494424693407.9,86
6,24,0,55915884.60664224,177144222667799.9,66
6,25,0,105719754.7048665,497690742902147.9,84
6,26,0,86588821.82789275,406954280272484.2,71
6,27,0,85782910.50735536,368269759365760.5,81
6,28,0,119822039.8225845,602018277555796,90
6,29,0,88555293.90579268,275009106970464.1,83
6,30,0,54871172.15585598,144295899357556.8,82
6,31,0,105568032.1612225,424258205423384.1,84
6,32,0,134783203.0523615,773925565861151.2,98
6,33,0,108586483.6680958,496880948967307.5,90
6,34,0,123516480.625593,544845198298896.6,87
6,35,0,88394752.0529533,325238412185903.1,84
6,36,0,102466194.1194191,443168189056052.2,89
6,37,0,87364349.02412239,353519668562093.8,74
6,38,0,88755176.25359714,331235393879672.8,90
6,39,0,120725856.7901494,610767705729586.2,91
6,40,0,78170487.55065152,236859692573549.1,84
6,41,0,97971830.58727451,461549711271221.4,82
6,42,0,135046069.6652005,711318118172060.9,92
6,43,0,92735032.6683573,359809682218482.2,106
6,44,0,104995237.6720043,483197414325970.4,97
6,45,0,105003920.4956009,378831649073002.1,101
6,46,0,83997123.79718077,315668857368221.6,103
6,47,0,125408589.3832847,769189530600342.5,111
6,48,0,104683895.0737868,603409793185432,102
6,49,0,103801145.5628218,314592760325663.6,105
6,50,0,123780091.9178138,622554937195036.1,91
6,51,0,120109883.773675,555038380803775.7,98
6,52,0,90215007.03347385,415040041257658.2,99
6,53,0,125759403.861855,475499352773816,102
6,54,0,91126496.06345363,271903250987092,93
6,55,0,74872317.47366883,270766204018740.7,97
6,56,0,78184022.60692659,243399883884803.2,87
6,57,0,135885864.7161709,751460689413016,99
6,58,0,115927191.635618,481843206659584.8,89
6,59,0,118410306.4998001,538424914263793.1,101
6,60,0,110698358.779297,475734987338559.5,102
6,61,0,121384807.4154781,527275984285441.9,84
6,62,0,64498186.77145686,225581201634434.6,88
6,63,0,91536581.4579116,372145998267417.5,82
6,64,0,89167922.02560519,272631142602924,78
6,65,0,93393347.87617052,372036113106816.2,90
6,66,0,78781376.39940645,211497482224889,84
6,67,0,72963423.89687805,269118598489851.2,85
6,68,0,117954184.6946117,358054902214995.2,99
6,69,0,142935466.490658,751934990895661.2,97
6,70,0,91742119.78551027,271243070492940.2,98
6,71,0,115574340.4258433,515824518285812.3,95
6,72,0,119563816.3267061,437640157901721.7,94
6,73,0,83725988.33713524,447341255655238.7,68
6,74,0,103033966.6606186,571294033422409.1,53
7,0,0,63599748.97105819,250561916907030.8,50
7,1,0,85203020.07650822,546608343224660.2,64
7,2,0,103488104.0746081,464072397004483,83
7,3,0,134018519.87621,517812031692151.8,95
7,4,0,109325411.0259759,501735401393715.5,100
7,5,0,118685477.090045,465738344487347.9,99
7,6,0,99159506.17528503,326513905580271.4,87
7,7,0,127828581.3042011,543982537736936.5,97
7,8,0,119427814.3178607,625904387750068.5,93
7,9,0,100934679.8334665,479151757306951.8,91
7,10,0,87653432.38107467,259206497502801.6,89
7,11,0,64533422.80321951,231575713891060.3,80
7,12,0,108034968.60811,566549193192918.5,95
7,13,0,117089882.2992625,428129662546334.6,99
7,14,0,90909144.74894172,358620636265697.4,81
7,15,0,79340638.95827943,230187388046367,98
7,16,0,124227840.0638748,549946204215335.1,91
7,17,0,61290279.28190906,209995400774142.9,72
7,18,0,81544386.16119097,388813246126230.5,75
7,19,0,74607410.98234829,330077271683458.4,68
7,20,0,85389210.24153619,370513682950163,72
7,21,0,86507460.06794327,273878976955247.9,86
7,22,0,122673904.0659614,445078833951222.4,97
7,23,0,96405100.00557035,472364530417661.8,76
7,24,0,95467342.1310381,374975243419593,74
7,25,0,88797374.70621724,289862725346449.6,80
7,26,0,87880218.62997277,418808759367866.9,66
7,27,0,62489376.38998781,281964097938567.6,70
7,28,0,100772202.1775735,313666476797168.7,87
7,29,0,134416658.9967972,808039119786159.8,91
7,30,0,70408820.65347166,377127406951776.8,80
7,31,0,103129212.5925638,427434844529537.3,85
7,32,0,97625385.78787684,288098110134870.8,86
7,33,0,103416648.3287921,405632726883641.4,79
7,34,0,90615638.78770781,322662854254260.8,101
7,35,0,54584818.61511698,143359069235759.5,68
7,36,0,89820518.05060707,580074830535939,74
7,37,0,96653229.17518798,491550719734998.4,70
7,38,0,94714255.37656108,339685723357992.5,78
7,39,0,139309195.76539,629655522653142.4,97
7,40,0,106917794.4583723,351737098720759.7,81
7,41,0,97950874.34629267,325020188609402.4,95
7,42,0,110049006.6519618,429208042993158.1,96
7,43,0,98200446.33177316,417500138738438,90
7,44,0,102975142.858741,379999431957143.9,106
7,45,0,119351663.7154448,647279654175800.6,95
7,46,0,91326186.18333253,465157616704123.9,99
7,47,0,133245950.8450599,466458978187930.8,120
7,48,0,138846448.8979809,648574379235702.2,107
7,49,0,99777668.1225138,322787301047240.6,97
7,50,0,100514037.2422269,347504807261596.4,93
7,51,0,138606527.4419603,774856012073295.6,90
